rate_name,component,month,day_type,hour,value_usd_per_kwh,rate_lookup_id,source_value_name,sector
NBT00,delivery,Jan,Weekday,0,0.000812,USCA-SDXX-NB00-0000,Jan Weekday HS0,All
NBT00,delivery,Jan,Weekday,1,0.000793,USCA-SDXX-NB00-0000,Jan Weekday HS1,All
NBT00,delivery,Jan,Weekday,2,0.000772,USCA-SDXX-NB00-0000,Jan Weekday HS2,All
NBT00,delivery,Jan,Weekday,3,0.000767,USCA-SDXX-NB00-0000,Jan Weekday HS3,All
NBT00,delivery,Jan,Weekday,4,0.000787,USCA-SDXX-NB00-0000,Jan Weekday HS4,All
NBT00,delivery,Jan,Weekday,5,0.00082,USCA-SDXX-NB00-0000,Jan Weekday HS5,All
NBT00,delivery,Jan,Weekday,6,0.000821,USCA-SDXX-NB00-0000,Jan Weekday HS6,All
NBT00,delivery,Jan,Weekday,7,0.000778,USCA-SDXX-NB00-0000,Jan Weekday HS7,All
NBT00,delivery,Jan,Weekday,8,0.000668,USCA-SDXX-NB00-0000,Jan Weekday HS8,All
NBT00,delivery,Jan,Weekday,9,0.000595,USCA-SDXX-NB00-0000,Jan Weekday HS9,All
NBT00,delivery,Jan,Weekday,10,0.00058,USCA-SDXX-NB00-0000,Jan Weekday HS10,All
NBT00,delivery,Jan,Weekday,11,0.000573,USCA-SDXX-NB00-0000,Jan Weekday HS11,All
NBT00,delivery,Jan,Weekday,12,0.000573,USCA-SDXX-NB00-0000,Jan Weekday HS12,All
NBT00,delivery,Jan,Weekday,13,0.000548,USCA-SDXX-NB00-0000,Jan Weekday HS13,All
NBT00,delivery,Jan,Weekday,14,0.000539,USCA-SDXX-NB00-0000,Jan Weekday HS14,All
NBT00,delivery,Jan,Weekday,15,0.000557,USCA-SDXX-NB00-0000,Jan Weekday HS15,All
NBT00,delivery,Jan,Weekday,16,0.000713,USCA-SDXX-NB00-0000,Jan Weekday HS16,All
NBT00,delivery,Jan,Weekday,17,0.001596,USCA-SDXX-NB00-0000,Jan Weekday HS17,All
NBT00,delivery,Jan,Weekday,18,0.001644,USCA-SDXX-NB00-0000,Jan Weekday HS18,All
NBT00,delivery,Jan,Weekday,19,0.001458,USCA-SDXX-NB00-0000,Jan Weekday HS19,All
NBT00,delivery,Jan,Weekday,20,0.001452,USCA-SDXX-NB00-0000,Jan Weekday HS20,All
NBT00,delivery,Jan,Weekday,21,0.001439,USCA-SDXX-NB00-0000,Jan Weekday HS21,All
NBT00,delivery,Jan,Weekday,22,0.001457,USCA-SDXX-NB00-0000,Jan Weekday HS22,All
NBT00,delivery,Jan,Weekday,23,0.001411,USCA-SDXX-NB00-0000,Jan Weekday HS23,All
NBT00,delivery,Jan,Weekend,0,0.000804,USCA-SDXX-NB00-0000,Jan Weekend HS0,All
NBT00,delivery,Jan,Weekend,1,0.00081,USCA-SDXX-NB00-0000,Jan Weekend HS1,All
NBT00,delivery,Jan,Weekend,2,0.000792,USCA-SDXX-NB00-0000,Jan Weekend HS2,All
NBT00,delivery,Jan,Weekend,3,0.00078,USCA-SDXX-NB00-0000,Jan Weekend HS3,All
NBT00,delivery,Jan,Weekend,4,0.00077,USCA-SDXX-NB00-0000,Jan Weekend HS4,All
NBT00,delivery,Jan,Weekend,5,0.00078,USCA-SDXX-NB00-0000,Jan Weekend HS5,All
NBT00,delivery,Jan,Weekend,6,0.000804,USCA-SDXX-NB00-0000,Jan Weekend HS6,All
NBT00,delivery,Jan,Weekend,7,0.000727,USCA-SDXX-NB00-0000,Jan Weekend HS7,All
NBT00,delivery,Jan,Weekend,8,0.000598,USCA-SDXX-NB00-0000,Jan Weekend HS8,All
NBT00,delivery,Jan,Weekend,9,0.000509,USCA-SDXX-NB00-0000,Jan Weekend HS9,All
NBT00,delivery,Jan,Weekend,10,0.000493,USCA-SDXX-NB00-0000,Jan Weekend HS10,All
NBT00,delivery,Jan,Weekend,11,0.000481,USCA-SDXX-NB00-0000,Jan Weekend HS11,All
NBT00,delivery,Jan,Weekend,12,0.000485,USCA-SDXX-NB00-0000,Jan Weekend HS12,All
NBT00,delivery,Jan,Weekend,13,0.000438,USCA-SDXX-NB00-0000,Jan Weekend HS13,All
NBT00,delivery,Jan,Weekend,14,0.000476,USCA-SDXX-NB00-0000,Jan Weekend HS14,All
NBT00,delivery,Jan,Weekend,15,0.000493,USCA-SDXX-NB00-0000,Jan Weekend HS15,All
NBT00,delivery,Jan,Weekend,16,0.000722,USCA-SDXX-NB00-0000,Jan Weekend HS16,All
NBT00,delivery,Jan,Weekend,17,0.00095,USCA-SDXX-NB00-0000,Jan Weekend HS17,All
NBT00,delivery,Jan,Weekend,18,0.000854,USCA-SDXX-NB00-0000,Jan Weekend HS18,All
NBT00,delivery,Jan,Weekend,19,0.000793,USCA-SDXX-NB00-0000,Jan Weekend HS19,All
NBT00,delivery,Jan,Weekend,20,0.000783,USCA-SDXX-NB00-0000,Jan Weekend HS20,All
NBT00,delivery,Jan,Weekend,21,0.000776,USCA-SDXX-NB00-0000,Jan Weekend HS21,All
NBT00,delivery,Jan,Weekend,22,0.000807,USCA-SDXX-NB00-0000,Jan Weekend HS22,All
NBT00,delivery,Jan,Weekend,23,0.000777,USCA-SDXX-NB00-0000,Jan Weekend HS23,All
NBT00,delivery,Feb,Weekday,0,0.000817,USCA-SDXX-NB00-0000,Feb Weekday HS0,All
NBT00,delivery,Feb,Weekday,1,0.000794,USCA-SDXX-NB00-0000,Feb Weekday HS1,All
NBT00,delivery,Feb,Weekday,2,0.000811,USCA-SDXX-NB00-0000,Feb Weekday HS2,All
NBT00,delivery,Feb,Weekday,3,0.000812,USCA-SDXX-NB00-0000,Feb Weekday HS3,All
NBT00,delivery,Feb,Weekday,4,0.000831,USCA-SDXX-NB00-0000,Feb Weekday HS4,All
NBT00,delivery,Feb,Weekday,5,0.000816,USCA-SDXX-NB00-0000,Feb Weekday HS5,All
NBT00,delivery,Feb,Weekday,6,0.000783,USCA-SDXX-NB00-0000,Feb Weekday HS6,All
NBT00,delivery,Feb,Weekday,7,0.000753,USCA-SDXX-NB00-0000,Feb Weekday HS7,All
NBT00,delivery,Feb,Weekday,8,0.001328,USCA-SDXX-NB00-0000,Feb Weekday HS8,All
NBT00,delivery,Feb,Weekday,9,0.00048,USCA-SDXX-NB00-0000,Feb Weekday HS9,All
NBT00,delivery,Feb,Weekday,10,0.000454,USCA-SDXX-NB00-0000,Feb Weekday HS10,All
NBT00,delivery,Feb,Weekday,11,0.000436,USCA-SDXX-NB00-0000,Feb Weekday HS11,All
NBT00,delivery,Feb,Weekday,12,0.000405,USCA-SDXX-NB00-0000,Feb Weekday HS12,All
NBT00,delivery,Feb,Weekday,13,0.00036,USCA-SDXX-NB00-0000,Feb Weekday HS13,All
NBT00,delivery,Feb,Weekday,14,0.000301,USCA-SDXX-NB00-0000,Feb Weekday HS14,All
NBT00,delivery,Feb,Weekday,15,0.000284,USCA-SDXX-NB00-0000,Feb Weekday HS15,All
NBT00,delivery,Feb,Weekday,16,0.000598,USCA-SDXX-NB00-0000,Feb Weekday HS16,All
NBT00,delivery,Feb,Weekday,17,0.000997,USCA-SDXX-NB00-0000,Feb Weekday HS17,All
NBT00,delivery,Feb,Weekday,18,0.000853,USCA-SDXX-NB00-0000,Feb Weekday HS18,All
NBT00,delivery,Feb,Weekday,19,0.000801,USCA-SDXX-NB00-0000,Feb Weekday HS19,All
NBT00,delivery,Feb,Weekday,20,0.000805,USCA-SDXX-NB00-0000,Feb Weekday HS20,All
NBT00,delivery,Feb,Weekday,21,0.000778,USCA-SDXX-NB00-0000,Feb Weekday HS21,All
NBT00,delivery,Feb,Weekday,22,0.000845,USCA-SDXX-NB00-0000,Feb Weekday HS22,All
NBT00,delivery,Feb,Weekday,23,0.000809,USCA-SDXX-NB00-0000,Feb Weekday HS23,All
NBT00,delivery,Feb,Weekend,0,0.000784,USCA-SDXX-NB00-0000,Feb Weekend HS0,All
NBT00,delivery,Feb,Weekend,1,0.000794,USCA-SDXX-NB00-0000,Feb Weekend HS1,All
NBT00,delivery,Feb,Weekend,2,0.000781,USCA-SDXX-NB00-0000,Feb Weekend HS2,All
NBT00,delivery,Feb,Weekend,3,0.00078,USCA-SDXX-NB00-0000,Feb Weekend HS3,All
NBT00,delivery,Feb,Weekend,4,0.000771,USCA-SDXX-NB00-0000,Feb Weekend HS4,All
NBT00,delivery,Feb,Weekend,5,0.000769,USCA-SDXX-NB00-0000,Feb Weekend HS5,All
NBT00,delivery,Feb,Weekend,6,0.000734,USCA-SDXX-NB00-0000,Feb Weekend HS6,All
NBT00,delivery,Feb,Weekend,7,0.000648,USCA-SDXX-NB00-0000,Feb Weekend HS7,All
NBT00,delivery,Feb,Weekend,8,0.00044,USCA-SDXX-NB00-0000,Feb Weekend HS8,All
NBT00,delivery,Feb,Weekend,9,0.000245,USCA-SDXX-NB00-0000,Feb Weekend HS9,All
NBT00,delivery,Feb,Weekend,10,0.000246,USCA-SDXX-NB00-0000,Feb Weekend HS10,All
NBT00,delivery,Feb,Weekend,11,0.000223,USCA-SDXX-NB00-0000,Feb Weekend HS11,All
NBT00,delivery,Feb,Weekend,12,0.000223,USCA-SDXX-NB00-0000,Feb Weekend HS12,All
NBT00,delivery,Feb,Weekend,13,0.000201,USCA-SDXX-NB00-0000,Feb Weekend HS13,All
NBT00,delivery,Feb,Weekend,14,0.000198,USCA-SDXX-NB00-0000,Feb Weekend HS14,All
NBT00,delivery,Feb,Weekend,15,0.000174,USCA-SDXX-NB00-0000,Feb Weekend HS15,All
NBT00,delivery,Feb,Weekend,16,0.000525,USCA-SDXX-NB00-0000,Feb Weekend HS16,All
NBT00,delivery,Feb,Weekend,17,0.000909,USCA-SDXX-NB00-0000,Feb Weekend HS17,All
NBT00,delivery,Feb,Weekend,18,0.000934,USCA-SDXX-NB00-0000,Feb Weekend HS18,All
NBT00,delivery,Feb,Weekend,19,0.000826,USCA-SDXX-NB00-0000,Feb Weekend HS19,All
NBT00,delivery,Feb,Weekend,20,0.000798,USCA-SDXX-NB00-0000,Feb Weekend HS20,All
NBT00,delivery,Feb,Weekend,21,0.000769,USCA-SDXX-NB00-0000,Feb Weekend HS21,All
NBT00,delivery,Feb,Weekend,22,0.000778,USCA-SDXX-NB00-0000,Feb Weekend HS22,All
NBT00,delivery,Feb,Weekend,23,0.000841,USCA-SDXX-NB00-0000,Feb Weekend HS23,All
NBT00,delivery,Mar,Weekday,0,0.000723,USCA-SDXX-NB00-0000,Mar Weekday HS0,All
NBT00,delivery,Mar,Weekday,1,0.000688,USCA-SDXX-NB00-0000,Mar Weekday HS1,All
NBT00,delivery,Mar,Weekday,2,0.000649,USCA-SDXX-NB00-0000,Mar Weekday HS2,All
NBT00,delivery,Mar,Weekday,3,0.000643,USCA-SDXX-NB00-0000,Mar Weekday HS3,All
NBT00,delivery,Mar,Weekday,4,0.000655,USCA-SDXX-NB00-0000,Mar Weekday HS4,All
NBT00,delivery,Mar,Weekday,5,0.000686,USCA-SDXX-NB00-0000,Mar Weekday HS5,All
NBT00,delivery,Mar,Weekday,6,0.000708,USCA-SDXX-NB00-0000,Mar Weekday HS6,All
NBT00,delivery,Mar,Weekday,7,0.000639,USCA-SDXX-NB00-0000,Mar Weekday HS7,All
NBT00,delivery,Mar,Weekday,8,0.000452,USCA-SDXX-NB00-0000,Mar Weekday HS8,All
NBT00,delivery,Mar,Weekday,9,0.000207,USCA-SDXX-NB00-0000,Mar Weekday HS9,All
NBT00,delivery,Mar,Weekday,10,0.000162,USCA-SDXX-NB00-0000,Mar Weekday HS10,All
NBT00,delivery,Mar,Weekday,11,0.000151,USCA-SDXX-NB00-0000,Mar Weekday HS11,All
NBT00,delivery,Mar,Weekday,12,0.000154,USCA-SDXX-NB00-0000,Mar Weekday HS12,All
NBT00,delivery,Mar,Weekday,13,0.000115,USCA-SDXX-NB00-0000,Mar Weekday HS13,All
NBT00,delivery,Mar,Weekday,14,0.000101,USCA-SDXX-NB00-0000,Mar Weekday HS14,All
NBT00,delivery,Mar,Weekday,15,0.000113,USCA-SDXX-NB00-0000,Mar Weekday HS15,All
NBT00,delivery,Mar,Weekday,16,0.000221,USCA-SDXX-NB00-0000,Mar Weekday HS16,All
NBT00,delivery,Mar,Weekday,17,0.00055,USCA-SDXX-NB00-0000,Mar Weekday HS17,All
NBT00,delivery,Mar,Weekday,18,0.000796,USCA-SDXX-NB00-0000,Mar Weekday HS18,All
NBT00,delivery,Mar,Weekday,19,0.000785,USCA-SDXX-NB00-0000,Mar Weekday HS19,All
NBT00,delivery,Mar,Weekday,20,0.000736,USCA-SDXX-NB00-0000,Mar Weekday HS20,All
NBT00,delivery,Mar,Weekday,21,0.000708,USCA-SDXX-NB00-0000,Mar Weekday HS21,All
NBT00,delivery,Mar,Weekday,22,0.000668,USCA-SDXX-NB00-0000,Mar Weekday HS22,All
NBT00,delivery,Mar,Weekday,23,0.000684,USCA-SDXX-NB00-0000,Mar Weekday HS23,All
NBT00,delivery,Mar,Weekend,0,0.000655,USCA-SDXX-NB00-0000,Mar Weekend HS0,All
NBT00,delivery,Mar,Weekend,1,0.000668,USCA-SDXX-NB00-0000,Mar Weekend HS1,All
NBT00,delivery,Mar,Weekend,2,0.000681,USCA-SDXX-NB00-0000,Mar Weekend HS2,All
NBT00,delivery,Mar,Weekend,3,0.000696,USCA-SDXX-NB00-0000,Mar Weekend HS3,All
NBT00,delivery,Mar,Weekend,4,0.000686,USCA-SDXX-NB00-0000,Mar Weekend HS4,All
NBT00,delivery,Mar,Weekend,5,0.000686,USCA-SDXX-NB00-0000,Mar Weekend HS5,All
NBT00,delivery,Mar,Weekend,6,0.000661,USCA-SDXX-NB00-0000,Mar Weekend HS6,All
NBT00,delivery,Mar,Weekend,7,0.000596,USCA-SDXX-NB00-0000,Mar Weekend HS7,All
NBT00,delivery,Mar,Weekend,8,5.8e-05,USCA-SDXX-NB00-0000,Mar Weekend HS8,All
NBT00,delivery,Mar,Weekend,9,1.5e-05,USCA-SDXX-NB00-0000,Mar Weekend HS9,All
NBT00,delivery,Mar,Weekend,10,4e-05,USCA-SDXX-NB00-0000,Mar Weekend HS10,All
NBT00,delivery,Mar,Weekend,11,2.6e-05,USCA-SDXX-NB00-0000,Mar Weekend HS11,All
NBT00,delivery,Mar,Weekend,12,4e-06,USCA-SDXX-NB00-0000,Mar Weekend HS12,All
NBT00,delivery,Mar,Weekend,13,5e-06,USCA-SDXX-NB00-0000,Mar Weekend HS13,All
NBT00,delivery,Mar,Weekend,14,0.0,USCA-SDXX-NB00-0000,Mar Weekend HS14,All
NBT00,delivery,Mar,Weekend,15,3.5e-05,USCA-SDXX-NB00-0000,Mar Weekend HS15,All
NBT00,delivery,Mar,Weekend,16,0.000159,USCA-SDXX-NB00-0000,Mar Weekend HS16,All
NBT00,delivery,Mar,Weekend,17,0.000307,USCA-SDXX-NB00-0000,Mar Weekend HS17,All
NBT00,delivery,Mar,Weekend,18,0.000693,USCA-SDXX-NB00-0000,Mar Weekend HS18,All
NBT00,delivery,Mar,Weekend,19,0.000719,USCA-SDXX-NB00-0000,Mar Weekend HS19,All
NBT00,delivery,Mar,Weekend,20,0.000695,USCA-SDXX-NB00-0000,Mar Weekend HS20,All
NBT00,delivery,Mar,Weekend,21,0.000691,USCA-SDXX-NB00-0000,Mar Weekend HS21,All
NBT00,delivery,Mar,Weekend,22,0.000672,USCA-SDXX-NB00-0000,Mar Weekend HS22,All
NBT00,delivery,Mar,Weekend,23,0.000635,USCA-SDXX-NB00-0000,Mar Weekend HS23,All
NBT00,delivery,Apr,Weekday,0,0.000734,USCA-SDXX-NB00-0000,Apr Weekday HS0,All
NBT00,delivery,Apr,Weekday,1,0.000712,USCA-SDXX-NB00-0000,Apr Weekday HS1,All
NBT00,delivery,Apr,Weekday,2,0.000763,USCA-SDXX-NB00-0000,Apr Weekday HS2,All
NBT00,delivery,Apr,Weekday,3,0.000739,USCA-SDXX-NB00-0000,Apr Weekday HS3,All
NBT00,delivery,Apr,Weekday,4,0.000728,USCA-SDXX-NB00-0000,Apr Weekday HS4,All
NBT00,delivery,Apr,Weekday,5,0.000743,USCA-SDXX-NB00-0000,Apr Weekday HS5,All
NBT00,delivery,Apr,Weekday,6,0.000673,USCA-SDXX-NB00-0000,Apr Weekday HS6,All
NBT00,delivery,Apr,Weekday,7,0.000539,USCA-SDXX-NB00-0000,Apr Weekday HS7,All
NBT00,delivery,Apr,Weekday,8,0.00012,USCA-SDXX-NB00-0000,Apr Weekday HS8,All
NBT00,delivery,Apr,Weekday,9,4.5e-05,USCA-SDXX-NB00-0000,Apr Weekday HS9,All
NBT00,delivery,Apr,Weekday,10,7.3e-05,USCA-SDXX-NB00-0000,Apr Weekday HS10,All
NBT00,delivery,Apr,Weekday,11,6.4e-05,USCA-SDXX-NB00-0000,Apr Weekday HS11,All
NBT00,delivery,Apr,Weekday,12,3.7e-05,USCA-SDXX-NB00-0000,Apr Weekday HS12,All
NBT00,delivery,Apr,Weekday,13,1.3e-05,USCA-SDXX-NB00-0000,Apr Weekday HS13,All
NBT00,delivery,Apr,Weekday,14,5e-06,USCA-SDXX-NB00-0000,Apr Weekday HS14,All
NBT00,delivery,Apr,Weekday,15,1e-06,USCA-SDXX-NB00-0000,Apr Weekday HS15,All
NBT00,delivery,Apr,Weekday,16,7e-06,USCA-SDXX-NB00-0000,Apr Weekday HS16,All
NBT00,delivery,Apr,Weekday,17,4.3e-05,USCA-SDXX-NB00-0000,Apr Weekday HS17,All
NBT00,delivery,Apr,Weekday,18,0.000728,USCA-SDXX-NB00-0000,Apr Weekday HS18,All
NBT00,delivery,Apr,Weekday,19,0.000726,USCA-SDXX-NB00-0000,Apr Weekday HS19,All
NBT00,delivery,Apr,Weekday,20,0.000718,USCA-SDXX-NB00-0000,Apr Weekday HS20,All
NBT00,delivery,Apr,Weekday,21,0.000703,USCA-SDXX-NB00-0000,Apr Weekday HS21,All
NBT00,delivery,Apr,Weekday,22,0.000677,USCA-SDXX-NB00-0000,Apr Weekday HS22,All
NBT00,delivery,Apr,Weekday,23,0.00074,USCA-SDXX-NB00-0000,Apr Weekday HS23,All
NBT00,delivery,Apr,Weekend,0,0.000636,USCA-SDXX-NB00-0000,Apr Weekend HS0,All
NBT00,delivery,Apr,Weekend,1,0.000644,USCA-SDXX-NB00-0000,Apr Weekend HS1,All
NBT00,delivery,Apr,Weekend,2,0.000716,USCA-SDXX-NB00-0000,Apr Weekend HS2,All
NBT00,delivery,Apr,Weekend,3,0.000758,USCA-SDXX-NB00-0000,Apr Weekend HS3,All
NBT00,delivery,Apr,Weekend,4,0.000721,USCA-SDXX-NB00-0000,Apr Weekend HS4,All
NBT00,delivery,Apr,Weekend,5,0.000733,USCA-SDXX-NB00-0000,Apr Weekend HS5,All
NBT00,delivery,Apr,Weekend,6,0.000665,USCA-SDXX-NB00-0000,Apr Weekend HS6,All
NBT00,delivery,Apr,Weekend,7,0.000442,USCA-SDXX-NB00-0000,Apr Weekend HS7,All
NBT00,delivery,Apr,Weekend,8,1.2e-05,USCA-SDXX-NB00-0000,Apr Weekend HS8,All
NBT00,delivery,Apr,Weekend,9,1.3e-05,USCA-SDXX-NB00-0000,Apr Weekend HS9,All
NBT00,delivery,Apr,Weekend,10,7.1e-05,USCA-SDXX-NB00-0000,Apr Weekend HS10,All
NBT00,delivery,Apr,Weekend,11,4.1e-05,USCA-SDXX-NB00-0000,Apr Weekend HS11,All
NBT00,delivery,Apr,Weekend,12,6e-06,USCA-SDXX-NB00-0000,Apr Weekend HS12,All
NBT00,delivery,Apr,Weekend,13,0.0,USCA-SDXX-NB00-0000,Apr Weekend HS13,All
NBT00,delivery,Apr,Weekend,14,0.0,USCA-SDXX-NB00-0000,Apr Weekend HS14,All
NBT00,delivery,Apr,Weekend,15,0.0,USCA-SDXX-NB00-0000,Apr Weekend HS15,All
NBT00,delivery,Apr,Weekend,16,0.0,USCA-SDXX-NB00-0000,Apr Weekend HS16,All
NBT00,delivery,Apr,Weekend,17,2.4e-05,USCA-SDXX-NB00-0000,Apr Weekend HS17,All
NBT00,delivery,Apr,Weekend,18,0.000678,USCA-SDXX-NB00-0000,Apr Weekend HS18,All
NBT00,delivery,Apr,Weekend,19,0.000777,USCA-SDXX-NB00-0000,Apr Weekend HS19,All
NBT00,delivery,Apr,Weekend,20,0.000658,USCA-SDXX-NB00-0000,Apr Weekend HS20,All
NBT00,delivery,Apr,Weekend,21,0.000667,USCA-SDXX-NB00-0000,Apr Weekend HS21,All
NBT00,delivery,Apr,Weekend,22,0.000653,USCA-SDXX-NB00-0000,Apr Weekend HS22,All
NBT00,delivery,Apr,Weekend,23,0.000674,USCA-SDXX-NB00-0000,Apr Weekend HS23,All
NBT00,delivery,May,Weekday,0,0.000747,USCA-SDXX-NB00-0000,May Weekday HS0,All
NBT00,delivery,May,Weekday,1,0.000707,USCA-SDXX-NB00-0000,May Weekday HS1,All
NBT00,delivery,May,Weekday,2,0.000731,USCA-SDXX-NB00-0000,May Weekday HS2,All
NBT00,delivery,May,Weekday,3,0.000774,USCA-SDXX-NB00-0000,May Weekday HS3,All
NBT00,delivery,May,Weekday,4,0.000778,USCA-SDXX-NB00-0000,May Weekday HS4,All
NBT00,delivery,May,Weekday,5,0.000715,USCA-SDXX-NB00-0000,May Weekday HS5,All
NBT00,delivery,May,Weekday,6,0.000636,USCA-SDXX-NB00-0000,May Weekday HS6,All
NBT00,delivery,May,Weekday,7,0.000597,USCA-SDXX-NB00-0000,May Weekday HS7,All
NBT00,delivery,May,Weekday,8,0.000215,USCA-SDXX-NB00-0000,May Weekday HS8,All
NBT00,delivery,May,Weekday,9,0.000109,USCA-SDXX-NB00-0000,May Weekday HS9,All
NBT00,delivery,May,Weekday,10,0.000119,USCA-SDXX-NB00-0000,May Weekday HS10,All
NBT00,delivery,May,Weekday,11,8.9e-05,USCA-SDXX-NB00-0000,May Weekday HS11,All
NBT00,delivery,May,Weekday,12,8.5e-05,USCA-SDXX-NB00-0000,May Weekday HS12,All
NBT00,delivery,May,Weekday,13,9.7e-05,USCA-SDXX-NB00-0000,May Weekday HS13,All
NBT00,delivery,May,Weekday,14,8.3e-05,USCA-SDXX-NB00-0000,May Weekday HS14,All
NBT00,delivery,May,Weekday,15,8e-05,USCA-SDXX-NB00-0000,May Weekday HS15,All
NBT00,delivery,May,Weekday,16,0.000107,USCA-SDXX-NB00-0000,May Weekday HS16,All
NBT00,delivery,May,Weekday,17,0.000308,USCA-SDXX-NB00-0000,May Weekday HS17,All
NBT00,delivery,May,Weekday,18,0.000778,USCA-SDXX-NB00-0000,May Weekday HS18,All
NBT00,delivery,May,Weekday,19,0.00083,USCA-SDXX-NB00-0000,May Weekday HS19,All
NBT00,delivery,May,Weekday,20,0.000723,USCA-SDXX-NB00-0000,May Weekday HS20,All
NBT00,delivery,May,Weekday,21,0.000708,USCA-SDXX-NB00-0000,May Weekday HS21,All
NBT00,delivery,May,Weekday,22,0.000721,USCA-SDXX-NB00-0000,May Weekday HS22,All
NBT00,delivery,May,Weekday,23,0.000732,USCA-SDXX-NB00-0000,May Weekday HS23,All
NBT00,delivery,May,Weekend,0,0.00066,USCA-SDXX-NB00-0000,May Weekend HS0,All
NBT00,delivery,May,Weekend,1,0.000676,USCA-SDXX-NB00-0000,May Weekend HS1,All
NBT00,delivery,May,Weekend,2,0.000773,USCA-SDXX-NB00-0000,May Weekend HS2,All
NBT00,delivery,May,Weekend,3,0.000785,USCA-SDXX-NB00-0000,May Weekend HS3,All
NBT00,delivery,May,Weekend,4,0.000736,USCA-SDXX-NB00-0000,May Weekend HS4,All
NBT00,delivery,May,Weekend,5,0.000672,USCA-SDXX-NB00-0000,May Weekend HS5,All
NBT00,delivery,May,Weekend,6,0.000652,USCA-SDXX-NB00-0000,May Weekend HS6,All
NBT00,delivery,May,Weekend,7,0.000308,USCA-SDXX-NB00-0000,May Weekend HS7,All
NBT00,delivery,May,Weekend,8,1.3e-05,USCA-SDXX-NB00-0000,May Weekend HS8,All
NBT00,delivery,May,Weekend,9,3.7e-05,USCA-SDXX-NB00-0000,May Weekend HS9,All
NBT00,delivery,May,Weekend,10,3.5e-05,USCA-SDXX-NB00-0000,May Weekend HS10,All
NBT00,delivery,May,Weekend,11,4.2e-05,USCA-SDXX-NB00-0000,May Weekend HS11,All
NBT00,delivery,May,Weekend,12,4e-05,USCA-SDXX-NB00-0000,May Weekend HS12,All
NBT00,delivery,May,Weekend,13,3.5e-05,USCA-SDXX-NB00-0000,May Weekend HS13,All
NBT00,delivery,May,Weekend,14,0.0,USCA-SDXX-NB00-0000,May Weekend HS14,All
NBT00,delivery,May,Weekend,15,0.0,USCA-SDXX-NB00-0000,May Weekend HS15,All
NBT00,delivery,May,Weekend,16,0.0,USCA-SDXX-NB00-0000,May Weekend HS16,All
NBT00,delivery,May,Weekend,17,3e-06,USCA-SDXX-NB00-0000,May Weekend HS17,All
NBT00,delivery,May,Weekend,18,0.000552,USCA-SDXX-NB00-0000,May Weekend HS18,All
NBT00,delivery,May,Weekend,19,0.000812,USCA-SDXX-NB00-0000,May Weekend HS19,All
NBT00,delivery,May,Weekend,20,0.000742,USCA-SDXX-NB00-0000,May Weekend HS20,All
NBT00,delivery,May,Weekend,21,0.00072,USCA-SDXX-NB00-0000,May Weekend HS21,All
NBT00,delivery,May,Weekend,22,0.000719,USCA-SDXX-NB00-0000,May Weekend HS22,All
NBT00,delivery,May,Weekend,23,0.000734,USCA-SDXX-NB00-0000,May Weekend HS23,All
NBT00,delivery,Jun,Weekday,0,0.000841,USCA-SDXX-NB00-0000,Jun Weekday HS0,All
NBT00,delivery,Jun,Weekday,1,0.000703,USCA-SDXX-NB00-0000,Jun Weekday HS1,All
NBT00,delivery,Jun,Weekday,2,0.000673,USCA-SDXX-NB00-0000,Jun Weekday HS2,All
NBT00,delivery,Jun,Weekday,3,0.000705,USCA-SDXX-NB00-0000,Jun Weekday HS3,All
NBT00,delivery,Jun,Weekday,4,0.000682,USCA-SDXX-NB00-0000,Jun Weekday HS4,All
NBT00,delivery,Jun,Weekday,5,0.000672,USCA-SDXX-NB00-0000,Jun Weekday HS5,All
NBT00,delivery,Jun,Weekday,6,0.000635,USCA-SDXX-NB00-0000,Jun Weekday HS6,All
NBT00,delivery,Jun,Weekday,7,0.000579,USCA-SDXX-NB00-0000,Jun Weekday HS7,All
NBT00,delivery,Jun,Weekday,8,0.0004,USCA-SDXX-NB00-0000,Jun Weekday HS8,All
NBT00,delivery,Jun,Weekday,9,0.000333,USCA-SDXX-NB00-0000,Jun Weekday HS9,All
NBT00,delivery,Jun,Weekday,10,0.000313,USCA-SDXX-NB00-0000,Jun Weekday HS10,All
NBT00,delivery,Jun,Weekday,11,0.000269,USCA-SDXX-NB00-0000,Jun Weekday HS11,All
NBT00,delivery,Jun,Weekday,12,0.000265,USCA-SDXX-NB00-0000,Jun Weekday HS12,All
NBT00,delivery,Jun,Weekday,13,0.000274,USCA-SDXX-NB00-0000,Jun Weekday HS13,All
NBT00,delivery,Jun,Weekday,14,0.000315,USCA-SDXX-NB00-0000,Jun Weekday HS14,All
NBT00,delivery,Jun,Weekday,15,0.000262,USCA-SDXX-NB00-0000,Jun Weekday HS15,All
NBT00,delivery,Jun,Weekday,16,0.000294,USCA-SDXX-NB00-0000,Jun Weekday HS16,All
NBT00,delivery,Jun,Weekday,17,0.000984,USCA-SDXX-NB00-0000,Jun Weekday HS17,All
NBT00,delivery,Jun,Weekday,18,0.00147,USCA-SDXX-NB00-0000,Jun Weekday HS18,All
NBT00,delivery,Jun,Weekday,19,0.002323,USCA-SDXX-NB00-0000,Jun Weekday HS19,All
NBT00,delivery,Jun,Weekday,20,0.001542,USCA-SDXX-NB00-0000,Jun Weekday HS20,All
